Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score
Zero Optik,Fd,55,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD SSC Asph T1.3 - Zero Optik,True,0.53125
Canon,,100,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon Type SK T1.6 - Works Cameras,True,0.3636363636363636
Canon,,135,T2.8,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon Type SK T2.8 - Works Cameras,True,0.3636363636363636
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - Whitepoint Optics,True,0.4242424242424242
Canon,Rangefinder,25,T2.1,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,25mm Canon Rangefinder T2.1 - TLS (LPL),False,0.7575757575757576
Canon,Rangefinder,28,T2.1,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,28mm Canon Rangefinder T2.1 - TLS (LPL),False,0.7575757575757576
Canon,Rangefinder,35,T1.6,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,35mm Canon Rangefinder T1.6 - TLS (LPL),False,0.7575757575757576
Canon,Rangefinder,85,T1.6,Prime,,LPL,Spherical,,,Tls,,,,,,,,,,,,,,,,,LPL,,,,,,,,85mm Canon Rangefinder T1.6 - TLS (LPL),False,0.7575757575757576
Canon,,20,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon Type SK T1.9 - Works Cameras,True,0.34375
Canon,,25,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,25mm Canon Type SK T1.6 - Works Cameras,True,0.34375
Canon,,28,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon Type SK T1.9 - Works Cameras,True,0.34375
Canon,,35,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon Type SK T1.6 - Works Cameras,True,0.34375
Canon,,40,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,40mm Canon Type SK T1.9 - Works Cameras,True,0.34375
Canon,,45,T1.9,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon Type SK T1.9 - Works Cameras,True,0.34375
Canon,,50,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon Type SK T1.6 - Works Cameras,True,0.34375
Canon,,60,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,60mm Canon Type SK T1.6 - Works Cameras,True,0.34375
Canon,,85,T1.6,Prime,,,Spherical,,,Works Cameras,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon Type SK T1.6 - Works Cameras,True,0.34375
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - Whitepoint Optics,True,0.40625
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.5 - Whitepoint Optics,True,0.40625
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD T2.1 - Whitepoint Optics,True,0.40625
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD T1.3 - Whitepoint Optics,True,0.40625
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD T1.3 - Whitepoint Optics,True,0.40625
Ancient Optics,Fd,24-75,T2.9,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm/35-105 Canon FD Zoom T2.9 - Ancient Optics,False,0.627906976744186
Zero Optik,Fd,28,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD- SSC T2.2 - Zero Optik,True,0.5862068965517241
Zero Optik,Fd,100,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD LTM T2.1 - Zero Optik,False,0.6206896551724138
Zero Optik,Fd,20,T3.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD SSC T3.1 - Zero Optik,False,0.6071428571428571
Canon,,15-120,T2.95-3.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-120mm Canon CINE-SERVO T2.95-3.9 Zoom Lens,True,0.55
Zero Optik,Fd,24,T1.6,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-L T1.6 - Zero Optik,False,0.6296296296296297
Zero Optik,Fd,85,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-L T1.3 - Zero Optik,False,0.6296296296296297
Zero Optik,Fd,135,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon nFD T2.1 - Zero Optik,False,0.6666666666666666
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-L Prime T1.5 - TLS,False,0.6923076923076923
Canon,,25-250,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Canon T2.9 Cine-Servo Zoom Lens,True,0.5142857142857142
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - GL Optics,True,0.56
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1 - GL Optics,True,0.56
Canon,Fd,200,T2.8,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon FD T2.8 - GL Optics,True,0.56
Canon,K-35,35,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 Anamorphic T1.3,True,0.5185185185185185
Canon,K-35,55,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 Anamorphic T1.3,True,0.5185185185185185
Canon,K-35,85,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 Anamorphic T1.3,True,0.5185185185185185
Canon,Fd,14,T2.8,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.8 - GL Optics,True,0.5416666666666666
Canon,Fd,14,T2.9,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.9 - GL Optics,True,0.5416666666666666
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - GL Optics,True,0.5416666666666666
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.5 - GL Optics,True,0.5416666666666666
Canon,Fd,24,T1.6,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.6 - GL Optics,True,0.5416666666666666
Canon,Fd,28,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD T2.1 - GL Optics,True,0.5416666666666666
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD T2.1 - GL Optics,True,0.5416666666666666
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD T1.3 - GL Optics,True,0.5416666666666666
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD T1.3 - GL Optics,True,0.5416666666666666
Canon,L Series,70-200,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom T2.8 L Series,False,0.8333333333333334
Canon,Macro,25-120,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,25-120mm Canon K-35 Macro  Zoom T2.8,False,0.7666666666666667
Canon,L Series,24-70,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Canon EF Zoom T2.8 L Series,False,0.8275862068965517
Canon,Fd,28,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD-SSC T2.1 - TLS,True,0.5652173913043478
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD-SSC T2.1 - TLS,True,0.5652173913043478
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD-SSC T2.9 - TLS,True,0.5652173913043478
Canon,Fd,24,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-SSC T2.9 - TLS,True,0.5652173913043478
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD-SSC T1.3 - TLS,True,0.5652173913043478
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-SSC T1.3 - TLS,True,0.5652173913043478
Canon,L Series,14,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon EF T2.8 L Series,False,0.8181818181818182
Canon,Cinema Zoom,14.5-60,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5-60mm Canon Cinema Zoom T2.6,False,1.0
Canon,K-35,18,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Canon K-35 T1.5 - TLS,False,0.6666666666666666
Canon,K-35,24,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon K-35 T1.3 - TLS,False,0.6666666666666666
Canon,K-35,24,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon K-35 T1.5 - TLS,False,0.6666666666666666
Canon,K-35,35,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 T1.3 - TLS,False,0.6666666666666666
Canon,K-35,35,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 T1.4 - TLS,False,0.6666666666666666
Canon,K-35,45,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon K-35 T1.5 - TLS,False,0.6666666666666666
Canon,K-35,50,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon K-35 T1.3 - TLS,False,0.6666666666666666
Canon,K-35,55,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 T1.3 - TLS,False,0.6666666666666666
Canon,K-35,55,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 T1.4 - TLS,False,0.6666666666666666
Canon,K-35,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 T1.3 - TLS,False,0.6666666666666666
Canon,K-35,85,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 T1.4 - TLS,False,0.6666666666666666
Canon,Fd,50,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon FD-L T1.3 - TLS,False,0.6190476190476191
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-L T1.3 - TLS,False,0.6190476190476191
Canon,Fd,18,T1.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Canon FD-X T1.6 - TLS,False,0.6190476190476191
Canon,Ef,28,T1.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon T1.8 EF Series,False,0.6190476190476191
Canon,Optex,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2 - Optex,False,0.75
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - TLS,False,0.7
Canon,Fd,200,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon FD T2.9 - TLS,False,0.7
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1 - TLS,False,0.7
Canon,,24,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon T1.4 L-Series,True,0.5238095238095238
Canon,,35,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon T1.4 L-Series,True,0.5238095238095238
Canon,L Series,50,T1.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon T1.2 L Series,False,0.9
Canon,Ef,135,T2.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135MM Canon EF CN-E T2.2,False,0.7
Canon,Fd,14,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.8 - TLS,False,0.6842105263157895
Canon,Fd,14,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.9 - TLS,False,0.6842105263157895
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - TLS,False,0.6842105263157895
Canon,Ef,14,T3.1,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon EF CN-E T3.1,False,0.6842105263157895
Canon,Ef,24,T1.5,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF CN-E T1.5,False,0.6842105263157895
Canon,Ef,35,T1.5,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35MM Canon EF CN-E T1.5,False,0.6842105263157895
Canon,Ef,50,T1.3,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50MM Canon EF CN-E T1.3,False,0.6842105263157895
Canon,Ef,85,T1.3,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85MM Canon EF CN-E T1.3,False,0.6842105263157895
Canon,Fd,135,T2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2 - TLS,False,0.6666666666666666
Canon,Ef,16-35,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm Canon EF Zoom T2.8,False,0.8636363636363636
Canon,Ef,40,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Canon EF T2.8 STM,False,0.7222222222222222
Canon,Fd,28,T2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD T2 - TLS,False,0.6470588235294118
Canon,Ef,24-105,T4,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-105mm Canon EF Zoom T4,False,0.8571428571428571
Canon,,10.6-180,T2.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6-180mm Canon T2.7,False,0.8421052631578947
Canon,,100,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon Prime T2,False,0.8823529411764706
Canon,,6.6-66,T2.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6-66mm Canon T2.7,False,0.8235294117647058
Canon,,11-165,T2.5,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-165mm Canon T2.5,False,0.8235294117647058
Canon,Ef,20,T2.10,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.10,False,0.875
Canon,Fd,135,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1,False,0.875
Canon,Ef,20,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.8,False,0.8666666666666667
Canon,Ef,20,T2.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.9,False,0.8666666666666667
Canon,Ef,85,T1.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF T1.8,False,0.8666666666666667
Canon,,7-63,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-63mm Canon T2.6,False,0.8
Canon,,8-64,T2.4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-64mm Canon T2.4,False,0.8
Canon,,200,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon T2.0,False,0.8571428571428571
Canon,,300,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Canon T2.8,False,0.8571428571428571
Canon,,400,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mm Canon T2.8,False,0.8571428571428571
Canon,,800,T5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,800mm Canon T5.6,False,0.8571428571428571
Canon,,600,T4.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,600mm Canon T4.5,False,0.8571428571428571
Century,,,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide Angle Century/Kinoptik - Special FX,True,0.2
Century,Swing Shift,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century Swing Shift System w/Lens Cover,True,0.5
Century,,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century Super Wide Low Angle Prism,True,0.2413793103448276
Century,,1,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,1st Gen,,,,,,,,Century Low Angle Prism (1st Gen),True,0.5
Century,,4.5,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century 4.5mm Double Asphere Attachment,True,0.2857142857142857
Century,,2000,T4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century S 2000 MK II Periscope T4,True,0.4814814814814814
Century,,5.6,T5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century Baby Periscope T5.6,True,0.5833333333333334
Century,Swing Shift,150,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Century Swing Shift,False,0.9090909090909092
Century,Swing Shift,18,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Century Swing Shift,False,0.9047619047619048
Century,Swing Shift,24,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Century Swing Shift,False,0.9047619047619048
Century,Swing Shift,35,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Century Swing Shift,False,0.9047619047619048
Century,Swing Shift,45,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Century Swing Shift,False,0.9047619047619048
Century,Swing Shift,55,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Century Swing Shift,False,0.9047619047619048
Century,Swing Shift,75,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Century Swing Shift,False,0.9047619047619048
Century,Swing Shift,90,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm Century Swing Shift,False,0.9047619047619048
Century,,24,T4.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon/Century Tilt Focus Lens T4.0,True,0.3823529411764705
Century,,45,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon/Century Tilt Focus Lens T2.8,True,0.3823529411764705
Century,,90,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm Canon/Century Tilt Focus Lens T2.8,True,0.3823529411764705
Century,,3.5,T1.8,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,16mm Format,,,,,,,,3.5mm Century T1.8 (16mm Format),False,0.8571428571428571
Century,,17-35,T3,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-35mm Century Compact T3 Zoom Lens,True,0.5483870967741935
Century,Swing Shift,105,T2.4,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm Century Swing Shift T2.4,False,0.9230769230769232
Century,,9.8,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm Century / Kinoptik T2.3,True,0.56
Century,Swing Shift,20,T2.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Century Swing Shift T2.8,False,0.92
Century,Swing Shift,20,T3.2,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Century Swing Shift T3.2,False,0.92
Century,Compact Zoom,28-70,T3.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-70mm Century Compact Zoom T3.0,False,1.0
Century,,150-600,T5.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150-600mm Canon Century T5.6,False,0.68
Century,,6,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm Century T1.9,False,0.8571428571428571
Cooke,Special Flare,85,T2.8,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,85mm Cooke Anamorphic SF FF 1.8x Macro Lens T2.8,True,0.275
Cooke,Macro,85,T2.8,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,85mm Cooke Anamorphic 1.8x Macro Lens T2.8,True,0.4444444444444444
Cooke,Macro,65,T2.6,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,65mm Cooke Macro Anamorphic Lens T2.6,True,0.5
Cooke,Special Flare,65,T2.6,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,65mm Cooke Macro Anamorphic SF T2.6,True,0.3666666666666666
Cooke,,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke S4 T2.0 - Special FX,True,0.44
Cooke,,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke S4 T2.0 - Special FX,True,0.44
Cooke,Sk4,9.5,T2.0,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,16mm Format,,,,,,,,9.5mm Cooke SK4 T2.0 (16mm Format),False,0.8620689655172413
Cooke,Special Flare,100,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic SF FF 1.8x Lens T2.3,True,0.3333333333333333
Cooke,Special Flare,135,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic SF FF 1.8x Lens T2.3,True,0.3333333333333333
Cooke,Special Flare,180,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic SF FF 1.8x Lens T2.3,True,0.3333333333333333
Cooke,Special Flare,40,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Anamorphic SF FF 1.8x Lens T2.3,True,0.3142857142857143
Cooke,Special Flare,50,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Anamorphic SF FF 1.8x Lens T2.3,True,0.3142857142857143
Cooke,Special Flare,75,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Anamorphic SF FF 1.8x Lens T2.3,True,0.3142857142857143
Cooke,Special Flare,32,T2.3,Prime,FF,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Anamorphic SF FF 1.8 Lens T2.3,True,0.3235294117647059
Cooke,Varotal,25-250,T3.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Cooke Cinetal Varotal MKI T3.9,False,0.6176470588235294
Cooke,Macro,150,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,150mm Cooke Macro FF T2.5,False,0.8095238095238095
Cooke,,100,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic 1.8x Lens T2.3,True,0.375
Cooke,,135,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic 1.8x Lens T2.3,True,0.375
Cooke,,180,T2.9,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic 1.8x Lens T2.9,True,0.375
Cooke,,32,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Anamorphic 1.8x Lens T2.3,True,0.3548387096774194
Cooke,,40,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Anamorphic 1.8x Lens T2.3,True,0.3548387096774194
Cooke,,50,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Anamorphic 1.8x Lens T2.3,True,0.3548387096774194
